title,content,publication_date,source_url,category
"FTX token, Sui, Aptos, Popcat, and more: Cryptocurrencies to watch this week","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/21216b4e9d998690a33858235e380fae.jpg"" /><p>The crypto market is closely tracking the stock market’s movements, reflecting broader economic trends. After a surge on Friday, spurred by a strong jobs report, cryptocurrencies saw a downturn on Monday morning as escalating tensions in the Middle East weighed on investor sentiment. However, Nvidia’s (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/NVDA"" rel=""noopener noreferrer"" target=""_blank"">NVDA</a>) AI summit…</p><p><a href=""https://qz.com/ftx-token-sui-aptos-popcat-cryptocurrencies-to-watch-1851666642"">Read more...</a></p>",2024-10-07 14:23:00.000000,https://qz.com/ftx-token-sui-aptos-popcat-cryptocurrencies-to-watch-1851666642,Others
Even Big Oil wants Donald Trump to keep Joe Biden's climate law — or at least parts of it,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1a23d41a5a267b8e76033af4e2dd48ad.jpg"" /><p>Former President Donald Trump has been publicly critical of the sitting president’s signature climate bill and its benefits for clean energy. But even the oil lobby apparently wants to save the Inflation Reduction Act — just without some of the benefits for rival industries and products. </p><p><a href=""https://qz.com/oil-lobby-donald-trump-joe-biden-ira-spending-evs-1851666483"">Read more...</a></p>",2024-10-07 13:33:13.000000,https://qz.com/oil-lobby-donald-trump-joe-biden-ira-spending-evs-1851666483,Others
"Free streaming with cable, Netflix's election backlash, and AT&T turns off the TV: Business news roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/d03cf8f494dfc2fd26b492e26c92b81f.jpg"" /><p>As cord-cutting continues to rise, one cable company is partnering with streaming platforms in an effort to keep its customers.<br /></p><p><a href=""https://qz.com/netflix-kamala-harris-att-directv-disney-gm-nissan-1851665580"">Read more...</a></p>",2024-10-05 13:00:00.000000,https://qz.com/netflix-kamala-harris-att-directv-disney-gm-nissan-1851665580,Others
"Goldman Sachs says the S&P 500 could hit 6,000 this year","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7677ba62f57fcc47be808d77ce93354e.jpg"" /><p>Goldman Sachs (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/GS"" rel=""noopener noreferrer"" target=""_blank"">GS</a>) raised it forecast for the S&amp;P 500 by year-end as the U.S. economy shows increasing signs of resilience.<br /></p><p><a href=""https://qz.com/sp-500-stock-market-economy-recession-goldman-sachsa-1851666494"">Read more...</a></p>",2024-10-07 12:19:00.000000,https://qz.com/sp-500-stock-market-economy-recession-goldman-sachsa-1851666494,Others
Inside the slow-motion fall of Patrick Drahi,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1825af7696f625fc5cc0779b5a92329d.png"" /><p>A version of this article originally appeared in Quartz’s members-only Weekend Brief newsletter. Quartz members get access to exclusive newsletters and more. <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/subscribe/plan"" rel=""noopener noreferrer"" target=""_blank"">Sign up here</a>.</p><p><a href=""https://qz.com/patrick-drahi-sotheby-altice-john-malone-1851665674"">Read more...</a></p>",2024-10-07 10:57:36.000000,https://qz.com/patrick-drahi-sotheby-altice-john-malone-1851665674,Others
Bitcoin and Ether ETFs helped take crypto mainstream. Are Solana and XRP next?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/ddc65c7151ed150ed2b35f2b6c9c566b.jpg"" /><p>The Securities and Exchange Commission (SEC) approved b<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/best-spot-bitcoin-etfs-1851340637?_gl=1*1i1vith*_ga*NDg3NDc1NjAzLjE3MjY1OTIyNzQ.*_ga_V4QNJTT5L0*MTcyNzk3NjEyOS4yNS4xLjE3Mjc5NzgwNjYuMzQuMC4w"" rel=""noopener noreferrer"" target=""_blank"">itcoin spot exchange-traded funds (ETFs) </a>at the start of this year, capturing the attention of investors. The influx of capital into these funds fueled a rapid rise in bitcoin’s value, which soon reached an all-time high, breaking the prolonged stagnation in the…</p><p><a href=""https://qz.com/bitcoin-ether-etf-solana-xrp-sec-1851664387"">Read more...</a></p>",2024-10-07 09:00:00.000000,https://qz.com/bitcoin-ether-etf-solana-xrp-sec-1851664387,Others
The top 10 Amazon Prime Day deals under $50,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/83edd9f58785822273465863d74c928a.jpg"" /><p>Amazon’s (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/AMZN"" rel=""noopener noreferrer"" target=""_blank"">AMZN</a>) Prime Day is just <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/amazon-prime-day-october-big-deals-dates-discounts-1851650526"" rel=""noopener noreferrer"" target=""_blank"">around the corner</a>, set for Tuesday and Wednesday this week, offering shoppers a chance to snag deals. With a plethora of discounts across categories, this year’s event will feature markdowns on tech, household goods, and children’s toys.<br /></p><p><a href=""https://qz.com/best-amazon-prime-day-cheap-deals-1851665291"">Read more...</a></p>",2024-10-07 09:00:00.000000,https://qz.com/best-amazon-prime-day-cheap-deals-1851665291,Others
Banks and fintechs need each other. Will regulators help them tie the knot?,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7f3b718d23e346039e72f85259ae1b66.jpg"" /><p>Over the past decade, financial technology firms — or fintechs, for short — went from being competitors of traditional banks to becoming integrated parts of the financial services supply chain. Now, regulators are struggling to wrangle these partnerships.<br /></p><p><a href=""https://qz.com/banking-fintech-partner-regulation-financial-services-1851654024"">Read more...</a></p>",2024-10-07 09:00:00.000000,https://qz.com/banking-fintech-partner-regulation-financial-services-1851654024,Others
"Talking about money makes people more uncomfortable than politics and religion, survey says","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/6f6a845102d31e98955d8f0f1ec04d73.jpg"" /><p>Discussing finances has long been viewed as an uncomfortable topic, or even “taboo.” More adults in the U.S. would rather talk about politics and religion over anything  money related with family members and close friends, according to a new survey of 2,502 respondents from Bankrate.</p><p><a href=""https://qz.com/money-talks-make-people-uncomfortable-than-politics-and-1851664338"">Read more...</a></p>",2024-10-07 04:00:00.000000,https://qz.com/money-talks-make-people-uncomfortable-than-politics-and-1851664338,Others
The 15 most expensive states in America to own a car,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/49db9ce1c9fa3b4588cf5b32e226c75b.jpg"" /><p>Cars are <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/everyone-is-underwater-on-their-car-loans-as-values-plu-1851340337"">expensive to own</a> — <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/new-cars-are-too-expensive-so-buy-one-of-these-unique-1851621594?_gl=1*bzaw4o*_ga*MzgxNTUwMTU1LjE2Nzk1MDAxMjU.*_ga_V4QNJTT5L0*MTcyNjYyODgyMy43MS4xLjE3MjY2MzM1NjYuNTMuMC4w"">too expensive</a>, in fact, and <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/the-average-cost-of-a-new-car-jumped-10-000-in-five-ye-1851114214"">getting pricier all the time</a>. Don’t feel too bad for yourself, though. Depending on the state you’re in, some poor sucker might have it even worse.</p><p><a href=""https://qz.com/car-ownership-costs-us-states-1851662595"">Read more...</a></p>",2024-10-06 11:00:00.000000,https://qz.com/car-ownership-costs-us-states-1851662595,Others
"Lawsuit accuses state department, DOJ of stonewalling FOIA requests regarding climate office personnel",Power the Future filed a against a Biden Administration climate office alleges the department is dodging congressional oversight,2024-10-07 20:18:09.000000,https://www.foxnews.com/politics/lawsuit-accuses-state-department-doj-stonewalling-foia-requests-climate-office-staff,Others
Sunday Reads: America's electric car divide,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/49360fbe8022a3b5e1f95c46ff4d9bde.jpg"" /><p>Hello, Quartz members, and welcome to Sunday Reads!<br /></p><p><a href=""https://qz.com/emails/quartz-obsession/1851664833/electric-cars-evs-us-politics-banks-fintechs"">Read more...</a></p>",2024-10-06 10:00:00.000000,https://qz.com/emails/quartz-obsession/1851664833/electric-cars-evs-us-politics-banks-fintechs,Others
4 billionaires getting even richer from AI,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7b51df786e0f00f80ef8fc77e4d35277.jpg"" /><p>The artificial intelligence boom has sent shares and net worths to new heights this year, meaning some billionaires have only been getting wealthier.</p><p><a href=""https://qz.com/ai-billionaires-jensen-huang-mark-zuckerberg-net-worth-1851665702"">Read more...</a></p>",2024-10-06 09:00:00.000000,https://qz.com/ai-billionaires-jensen-huang-mark-zuckerberg-net-worth-1851665702,Others
"Mark Cuban vs. Elon Musk on Trump, and Mark Zuckerberg passes Jeff Bezos: Leadership news roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/5c53f19e94fc023224a76ae9296df349.jpg"" /><p>Your college major won’t determine your fate, but it can significantly impact how much money you make after college.<br /></p><p><a href=""https://qz.com/mark-cuban-elon-musk-donald-trump-zuckerberg-jeff-bezos-1851665584"">Read more...</a></p>",2024-10-05 13:00:00.000000,https://qz.com/mark-cuban-elon-musk-donald-trump-zuckerberg-jeff-bezos-1851665584,Others
"Big weddings, the most expensive watches, and the coolest cities: Lifestyle news roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/8d81e732d2f56accb863b4c84d127618.jpg"" /><p>In the aftermath of the COVID-19 pandemic, many Americans have more control over where they live than ever before.</p><p><a href=""https://qz.com/weddings-houses-watches-prices-coolest-cities-america-1851665583"">Read more...</a></p>",2024-10-05 13:00:00.000000,https://qz.com/weddings-houses-watches-prices-coolest-cities-america-1851665583,Others
"Super Micro Computer's big stock split, Costco rises, and Bitcoin falls: Markets news roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e2cd5bdbdb1ec4a967cd35b4289c431c.jpg"" /><p>Super Micro Computer (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/SMCI"" rel=""noopener noreferrer"" target=""_blank"">SMCI</a>) is set to undergo a stock split after the market closes on Monday, aligning itself with other prominent AI-driven companies like <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/nvidias-big-stock-split-is-today-here-s-what-to-know-1851525649"" rel=""noopener noreferrer"" target=""_blank"">Nvidia</a> and <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/broadcom-stock-all-time-high-after-record-ai-revenue-s-1851537866"" rel=""noopener noreferrer"" target=""_blank"">Broadcom</a>, which also executed stock splits earlier this year. Following the split, the stock will begin trading Tuesday at its adjusted—and…</p><p><a href=""https://qz.com/super-micro-computer-stock-split-costco-bitcoin-price-1851665581"">Read more...</a></p>",2024-10-05 13:00:00.000000,https://qz.com/super-micro-computer-stock-split-costco-bitcoin-price-1851665581,Others
"Vance gives full-throated support for Israel, has choice words for Biden-Harris at Oct 7 memorial rally","Sen. JD Vance, R-Ohio, called on President Biden and Vice President Harris to use their authority to bring the hostages still held by Hamas home.",2024-10-07 18:31:21.000000,https://www.foxnews.com/politics/vance-gives-full-throated-support-israel-has-choice-words-biden-harris-oct-7-memorial-rally,Others
5 cable TV companies offering streaming perks to stop cord-cutting,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/680d0ee4a5013627994117dd8aa821c4.jpg"" /><p>As cord-cutting continues to rise, several cable and satellite TV companies are starting to partner with streaming platforms in an effort to keep their customers.<br /></p><p><a href=""https://qz.com/spectrum-directv-xfinity-cable-disney-streaming-bundles-1851665392"">Read more...</a></p>",2024-10-05 11:00:00.000000,https://qz.com/spectrum-directv-xfinity-cable-disney-streaming-bundles-1851665392,Others
The 10 cheapest states in America to build your dream home,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/3e165fbfcdfb0b93da2a964561528603.jpg"" /><p>When making plans to buy a home, many people err on the side of purchasing a pre-existing property. The expense of buying both land and constructing a new building can seem insurmountable – particularly when the market is flush with homes ready for purchase.</p><p><a href=""https://qz.com/home-building-costs-america-us-states-cheapest-1851660025"">Read more...</a></p>",2024-10-05 11:00:00.000000,https://qz.com/home-building-costs-america-us-states-cheapest-1851660025,Others
"ChatGPT's new feature, Copilot AI updates, and an AI translator: This week in new AI launches","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/46b37f6513ef2c68d6ab6d7cd0735470.jpg"" /><p>Each week, Quartz rounds up product launches, updates, and funding news from artificial intelligence-focused startups and companies.</p><p><a href=""https://qz.com/chatgpt-canvas-microsoft-copilot-deepl-ai-translator-1851665862"">Read more...</a></p>",2024-10-05 09:00:00.000000,https://qz.com/chatgpt-canvas-microsoft-copilot-deepl-ai-translator-1851665862,Others
"College majors for millionaires, cable's free streaming, a Netflix backlash: The week's most popular","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/7e1931b16a97e0a961021ec48acac2a1.jpg"" /><p>Your college major won’t determine your fate, but it can significantly impact how much money you make after college. </p><p><a href=""https://qz.com/college-majors-millionaires-netflix-hertz-ev-myths-1851665240"">Read more...</a></p>",2024-10-05 09:00:00.000000,https://qz.com/college-majors-millionaires-netflix-hertz-ev-myths-1851665240,Others
The Boeing strike just got support from a top Democratic lawmaker,"<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/be0549f3f5a8755dd2e384edb90a78a9.jpg"" /><p>Striking machinists at Boeing (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/BA"" rel=""noopener noreferrer"" target=""_blank"">BA</a>) are getting support from Congressional representatives as <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/boeing-machinis-union-labor-strike-contract-wages-1851647608"" rel=""noopener noreferrer"" target=""_blank"">their work stoppage</a> enters its third week. Rep. Pramila Jayapal of Washington state, the senior whip in the Democratic Party House caucus, visited the workers on the picket line and spoke in support of them.</p><p><a href=""https://qz.com/boeing-strike-update-jayapal-support-1851665634"">Read more...</a></p>",2024-10-04 18:26:00.000000,https://qz.com/boeing-strike-update-jayapal-support-1851665634,Others
The 'mastermind' behind India's biggest jailbreak,"Nearly 20 years ago, 389 men escaped from an Indian jail, led by a man believed to have planned the breakout.",2024-10-01 01:48:53.000000,https://www.bbc.com/news/articles/c1dd9rj3vmyo,Others
Eye of the Storm: Back-to-back hurricanes threaten to upend Harris-Trump presidential showdown,Back-to-back hurricanes rock the White House race between former President Trump and Vice President Kamala Harris as the federal response to the storms is front-and-center on the campaign trail,2024-10-08 08:00:32.000000,https://www.foxnews.com/politics/eye-storm-hurricanes-theaten-upend-harris-trump-presidential-showdown,Natural Disasters
"1 year after Hezbollah strikes, Israel reinforces troops and questions mount over ‘limited’ operation",Questions are mounting over Israel&apos;s &quot;limited&quot; operation in Lebanon as it reinforces its troops over the border and security experts warn Israel is re-strategizing its fight against Hezbollah.,2024-10-08 08:00:27.000000,https://www.foxnews.com/politics/one-year-after-hezbollah-strikes-israel-reinforces-troops-questions-mount-over-limited-operation,Others
'Social cost of greenhouse gases': House GOP targets progressive Biden policy for rising energy prices,House Republicans are targeting Biden administration efforts to regulate the &quot;social cost&quot; of greenhouse gas emissions in the U.S.,2024-10-08 08:00:05.000000,https://www.foxnews.com/politics/social-cost-greenhouse-gases-house-gop-targets-progressive-biden-policy-rising-energy-prices,Others
"Kamala 2.0’s challenge? Making more news, and not just with ultra-friendly hosts","Vice President Kamala Harris rode a wave of positive press, but can her interviews with Democrat friendly hosts send her to the White House in November?",2024-10-08 07:00:43.000000,https://www.foxnews.com/politics/kamala-2-0s-challenge-making-more-news-not-just-ultra-friendly-hosts,Positive/Uplifting
Chicago mayor compares viewpoint of those who disagree with him about school spending to slavery,Chicago Mayor Brandon Johnson announced six new nominees for the school board while also blasting the status quo of not investing in education because it is too expensive.,2024-10-08 02:36:37.000000,https://www.foxnews.com/politics/chicago-mayor-compares-viewpoint-those-who-disagree-him-about-school-spending-slavery,Others
Harris said candidates must 'earn' voter support — despite skipping primaries before becoming Dem nominee,"Vice President Kamala Harris was questioned about why some voters still feel like they don&apos;t know her, just weeks before November&apos;s presidential election.",2024-10-08 02:16:57.000000,https://www.foxnews.com/politics/harris-said-candidates-must-earn-voter-support-skipping-primaries-becoming-dem-nominee,Others
Political storm: Harris says DeSantis 'selfish' for reportedly not taking her hurricane-related calls,Vice President Kamala Harris took aim at Republican Gov. Ron DeSantis for reportedly not taking her calls regarding federal storm relief efforts as a second powerful hurricane bears down on Florida.,2024-10-08 01:21:46.000000,https://www.foxnews.com/politics/political-storm-harris-desantis-selfish-reportedly-not-taking-her-hurricane-related-calls,Natural Disasters
Reporter's Notebook: All about the politics of disaster relief,"Republicans are castigating the Biden administration for its response to Hurricane Helene – and, like rote, are bringing to the forefront the ugly politics of disaster response.",2024-10-07 23:07:27.000000,https://www.foxnews.com/politics/politics-disaster-relief,Natural Disasters
"'Traitor' Liz Cheney walloped by Wyoming voters for Harris endorsement, break with GOP",An overwhelming amount of Wyoming voters who spoke to Fox News Digital lambasted former Republican Rep. Liz Cheney for endorsing Vice President Harris for the Oval Office.,2024-10-07 22:42:20.000000,https://www.foxnews.com/politics/traitor-liz-cheney-walloped-wyoming-voters-harris-endorsement-break-gop,Others
Trump sounds alarm on illegal immigrant murderers: 'A lot of bad genes in our country',Former President Trump on Monday said illegal immigrants murderers have &quot;bad genes&quot; as he again criticized the current handling of the border crisis.,2024-10-07 22:24:56.000000,https://www.foxnews.com/politics/trump-sounds-alarm-illegal-immigrant-murderers-bad-genes-in-country,Others
Georgia high court restores state's 6-week 'heartbeat' abortion law,The Georgia Supreme Court reinstated a law allowing abortions up to six weeks when it put a halt on a previous court&apos;s decision from last week allowing them up to the 22-week mark.,2024-10-07 21:55:40.000000,https://www.foxnews.com/politics/georgia-high-court-restores-states-six-week-heartbeat-abortion-law,Others
Fox News Politics: One Year Since October 7th Attacks,"The latest updates from the 2024 campaign trail, exclusive interviews and more Fox News politics content",2024-10-07 21:11:35.000000,https://www.foxnews.com/politics/fox-news-politics-one-year-anniversary-of-october-7th-attacks,Others
MAGA candidate vying to flip Virginia Senate seat red stands firm on controversial military comments,"Republican Hung Cao, vying for Virginia&apos;s Senate seat, believes he can flip it red and stands by his controversial remarks on military training.",2024-10-07 20:59:56.000000,https://www.foxnews.com/politics/gop-virginia-senate-candidate-navy-veteran-hung-cao-challenges-turning-virginia-red-from-purple,Others
Georgia GOP chair shares 2-pronged election strategy as Trump works to win back Peach State,Georgia GOP Chairman Josh McKoon spoke with Fox News Digital about the strategy for Republicans to win back the Peach State in November.,2024-10-07 16:22:40.000000,https://www.foxnews.com/politics/georgia-gop-chair-shares-2-pronged-election-strategy-trump-works-win-back-peach-state,Others
Michigan Dem launches anti-EV ad in bid for Senate race after voting against a bipartisan pushback on mandates,Democratic Michigan Senate candidate Rep. Elissa Slotkin dropped a new ad against EV mandates after recently voting against a bill to block them.,2024-10-07 15:43:54.000000,https://www.foxnews.com/politics/slotkin-launches-anti-ev-ad-swing-state-senate-race-after-voting-against-bipartisan-pushback-mandates,Others
"Women for Trump, Goya team up to provide relief to Hurricane Helene victims in Georgia",Women for Trump flew to Georgia to provide relief for victims of Hurricane Helene in the group’s first mission before they crisscross the country to support communities in need.,2024-10-07 15:32:33.000000,https://www.foxnews.com/politics/women-trump-goya-team-up-provide-relief-hurricane-helene-victims-georgia,Natural Disasters
New poll shows who Hispanics are backing in southwest swing states,"A new poll indicates Vice President Harris leading former President Trump among Hispanic voters in Arizona and Nevada, two crucial battleground states, but Trump leads with younger men.",2024-10-07 14:57:31.000000,https://www.foxnews.com/politics/new-poll-shows-hispanics-backing-southwest-swing-states,Others
Supreme Court denies Biden administration appeal over federal emergency abortion requirement in Texas,"The U.S. Supreme Court declined to review Texas&apos;s abortion restriction, allowing hospitals to deny certain emergency terminations that may violate state law.",2024-10-07 14:54:42.000000,https://www.foxnews.com/politics/supreme-court-denies-biden-administration-appeal-over-federal-emergency-abortion-requirement-texas,Others
'We haven't done that much': Former Estonia head says US fears of escalation with Putin are unwarranted,"As U.S. support for aiding Ukraine fractures Americans, former Estonian President Kersti Kaljulaid is here to remind Americans what’s at stake.",2024-10-07 13:44:54.000000,https://www.foxnews.com/politics/we-havent-done-much-former-estonia-head-says-us-fears-escalation-putin-unwarranted,Others
Lake rips Biden-Harris 'double whammy' policies affecting Arizonans : 'Driven us over the cliff',AZ GOP Sen. candidate spoke to Fox News Digital about how inflation and illegal immigration have disproportionally hurt Arizonans over the past four years.,2024-10-07 10:15:56.000000,https://www.foxnews.com/politics/lake-rips-biden-harris-double-whammy-policies-affecting-arizonans-driven-us-over-the-cliff,Others
GOP New Jersey Senate candidate Curtis Bashaw nearly passes out during debate,New Jersey Republican Senate candidate Curtis Bashaw appeared to freeze on Sunday during his debate against Democrat opponent Rep. Andy Kim.,2024-10-07 10:02:43.000000,https://www.foxnews.com/politics/gop-new-jersey-senate-candidate-curtis-bashaw-nearly-passes-out-during-debate,Others
"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Iraq may have ousted Islamic States militants from the city of Mosul over the summer, but the major task of finding and destroying the mines, booby traps and bombs remains. A security firm hired by the U.S. and Iraqi workers are making progress to clear major areas, but it could take years or even decades. Special correspondent Marcia Biggs reports on the safety of Mosul after ISIS.",2017-10-18 22:20:26.000000,http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/,Others
"As Rohingya refugees continue to flee from persecution, here’s how you can help","More than 500,000 Rohingya Muslims have fled their homes since August to escape systematic violence at the hands of government soldiers in Myanmar. Here's how you can help.",2017-10-18 20:58:34.000000,http://www.pbs.org/newshour/rundown/rohingya-refugees-continue-flee-persecution-heres-can-help/,Others
Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar,"WASHINGTON — Secretary of State Rex Tillerson is condemning reported atrocities committed against Rohingya Muslims in Myanmar, and he says those responsible — perhaps the country's military — will be held accountable.",2017-10-18 15:36:51.000000,http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/,Others
Far-right groups gain ground in Sweden and Germany amid migrant influx,"Sunday’s election in Austria brought victory to 31-year-old Sebastian Kurz, who was elected chancellor on an anti-immigrant platform. Earlier, a strengthened far-right party dealt a blow to returning leader Angela Merkel in Germany’s election. As Sweden’s election approaches next year, special correspondent Michael Brabant surveys the changing political landscape in Europe.",2017-10-17 22:30:37.000000,http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/,Others
U.S.-backed Syrian forces recapture Raqqa from Islamic State group,U.S.-backed Syrian Democratic Forces announced Tuesday that they had captured the city of Raqqa from Islamic State militants.,2017-10-17 16:57:20.000000,http://www.pbs.org/newshour/rundown/u-s-backed-syrian-forces-recapture-raqqa-from-islamic-state-group/,Others
WATCH: Trump and Greek prime minister hold joint news conference,President Donald Trump says the U.S. stands with Greece as they recover from their economic crisis.,2017-10-17 16:28:24.000000,http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/,Others
A famed holy sweet in an unsavoury row in India,The famous Tirupati temple laddus are prized by devotees who consider them god’s blessing.,2024-09-26 21:41:55.000000,https://www.bbc.com/news/articles/cglkenxgd5xo,Others
News Wrap: Dozens missing after deadly Mogadishu truck bombing,"In our news wrap Monday, more than 300 people are confirmed dead and nearly 400 wounded after Saturday’s massive truck bombing in Somalia’s capital Mogadishu. The government blamed the al-Qaida-linked group al-Shabab. Also, 31-year-old conservative Sebastian Kurz is set to become the Austria’s next leader in another shift to the right in European politics.",2017-10-16 22:45:17.000000,http://www.pbs.org/newshour/bb/news-wrap-dozens-missing-deadly-mogadishu-truck-bombing/,Others
Why a power struggle has broken out over Kirkuk,"Two vital American allies have reignited their rivalry in Iraq. After months of simmering tensions, national military forces and militia moved to push Kurdish forces out of the disputed city of Kirkuk. Three weeks ago, the Kurds held a referendum to split from Iraq. Lisa Desjardins reports and Judy Woodruff talks with Emma Sky of Yale University and Feisal Istrabadi of Indiana University.",2017-10-16 22:40:31.000000,http://www.pbs.org/newshour/bb/power-struggle-broken-kirkuk/,Others
Rex Tillerson says continue diplomacy with North Korea ‘until first bomb drops’,"That statement comes despite President Donald Trump's tweets a couple of weeks ago that his chief envoy was ""wasting his time"" trying to negotiate with ""Little Rocket Man,"" a mocking nickname Trump has given the nuclear-armed nation's leader, Kim Jong Un.",2017-10-16 11:08:00.000000,http://www.pbs.org/newshour/rundown/rex-tillerson-says-continue-diplomacy-north-korea-first-bomb-drops/,Others
"Iraqi, Kurdish forces in standoff, weeks after Kurdish vote for independence","Iraqi army and Kurdish troops are in a standoff in Kirkuk, a city located in the Kurdistan region, which voted for independence from Iraq last month. Kirkuk holds 10 percent of Iraq’s oil reserves. Washington Post reporter Loveday Morris, who is covering the standoff, joins Hari Sreenivasan via Skype from Baghdad.",2017-10-15 20:33:23.000000,http://www.pbs.org/newshour/bb/iraqi-kurdish-forces-standoff-weeks-kurdish-vote-independence/,Others
South Sudan civil war causes Africa’s worst refugee crisis,"South Sudan’s four-year civil war has left half of the nation’s population, 6 million people, in need of humanitarian aid and caused one of the world’s worst refugee crises. With support from the U.S. Holocaust Memorial Museum’s Center for the Prevention of Genocide, NewsHour Weekend Special Correspondent Simona Foltyn and journalist Jason Patinkin traveled to Uganda to meet people desperate for asylum.",2017-10-15 19:26:17.000000,http://www.pbs.org/newshour/bb/south-sudan-civil-war-causes-africas-worst-refugee-crisis/,Others
Hundreds dead after massive truck bomb strikes Mogadishu,At least 231 people were killed and hundreds more wounded after a massive truck bomb on Saturday struck Somalia's capital city of Mogadishu.,2017-10-15 16:27:49.000000,http://www.pbs.org/newshour/rundown/hundreds-dead-massive-truck-bomb-strikes-mogadishu/,Others
Column: Why reporting from South Sudan is so difficult — and critically needed,"The war has had a devastating impact on South Sudanese communities, but much of it has remained out of the limelight of international media.",2017-10-15 14:27:40.000000,http://www.pbs.org/newshour/updates/reporters-notebook-reporting-south-sudan-difficult-critically-needed/,Others
Modi's BJP ahead in Haryana election but trails in Kashmir,PM Modi's party is leading in the northern state of Haryana but may fall short in Indian-administered Kashmir.,2024-10-08 04:10:43.000000,https://www.bbc.com/news/articles/cx24xkyg1qko,Others
Indian financial aid opens 'new chapter' with Maldives,The deal comes as the Maldives president visits Delhi after relations nosedived in recent months.,2024-10-07 12:24:15.000000,https://www.bbc.com/news/articles/cly4eq78k5qo,Others
Why are there so many dropped catches at T20 World Cup?,BBC Sport looks at the significant number of dropped catches at the Women's T20 World Cup so far and the possible explanations.,2024-10-06 20:01:57.000000,https://www.bbc.com/sport/cricket/articles/cg78yd0p088o,Others
Climbers rescued after three days in the Himalayas,"A British climber who went missing in the Himalayas has spoken of her relief after surviving for two days in ""brutal"" conditions that put her life in danger.",2024-10-06 16:14:26.000000,https://www.bbc.com/news/articles/c93y147z4pdo,Others
